group,code,description,price_1,price_2,price_3
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-GKIT-LSET20-P,"XPRESS Screening - 20MM GATE LOCK BOX KIT Suitable for Lever/Knob Lock Set Lock Box, Lock and slats sold separately  Includes: 2 x 2094mm long Gate Side Frame slotted with 20mm space (1 pc has extra machining for lock set) - Primrose powdercoated aluminium 2 x 2094mm long Gate Inserts - Primrose powdercoated aluminium 1 x 2200mm long Right hand machined Gate Stop - Primrose powdercoated aluminium 1 x 2200mm long Left hand machined Gate Stop - Primrose powdercoated aluminium 1 x 2200mm long non-machined Gate Stop (for Hinge side) - Primrose powdercoated aluminium 2 x 2250mm long Gate Stop Rubber 2 x Gate Frame Cap - Primrose nylon 1 x 10 pack Wafer head 10-16 x 16mm screws (for affixing gate stop)",157.41,146.4,133.81
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-GKIT-LSET20-PB,"XPRESS Screening - 20MM GATE LOCK BOX KIT Suitable for Lever/Knob Lock Set Lock Box, Lock and slats sold separately  Includes: 2 x 2094mm long Gate Side Frame slotted with 20mm space (1 pc has extra machining for lock set) - Paperbark powdercoated aluminium 2 x 2094mm long Gate Inserts - Paperbark powdercoated aluminium 1 x 2200mm long Right hand machined Gate Stop - Paperbark powdercoated aluminium 1 x 2200mm long Left hand machined Gate Stop - Paperbark powdercoated aluminium 1 x 2200mm long non-machined Gate Stop (for Hinge side) - Paperbark powdercoated aluminium 2 x 2250mm long Gate Stop Rubber 2 x Gate Frame Cap - Paperbark nylon 1 x 10 pack Wafer head 10-16 x 16mm screws (for affixing gate stop)",157.41,146.4,133.81
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-GKIT-LSET20-S,"XPRESS Screening - 20MM GATE LOCK BOX KIT Suitable for Lever/Knob Lock Set Lock Box, Lock and slats sold separately  Includes: 2 x 2094mm long Gate Side Frame slotted with 20mm space (1 pc has extra machining for lock set) - Palladium Silver powdercoated aluminium 2 x 2094mm long Gate Inserts - Palladium Silver powdercoated aluminium 1 x 2200mm long Right hand machined Gate Stop - Palladium Silver powdercoated aluminium 1 x 2200mm long Left hand machined Gate Stop - Palladium Silver powdercoated aluminium 1 x 2200mm long non-machined Gate Stop (for Hinge side) - Palladium Silver powdercoated aluminium 2 x 2250mm long Gate Stop Rubber 2 x Gate Frame Cap - Palladium Silver nylon 1 x 10 pack Wafer head 10-16 x 16mm screws (for affixing gate stop)",157.41,146.4,133.81
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-GKIT-LSET20-SM,"XPRESS Screening - 20MM GATE LOCK BOX KIT Suitable for Lever/Knob Lock Set Lock Box, Lock and slats sold separately  Includes: 2 x 2094mm long Gate Side Frame slotted with 20mm space (1 pc has extra machining for lock set) - Surfmist powdercoated aluminium 2 x 2094mm long Gate Inserts - Surfmist powdercoated aluminium 1 x 2200mm long Right hand machined Gate Stop - Surfmist powdercoated aluminium 1 x 2200mm long Left hand machined Gate Stop - Surfmist powdercoated aluminium 1 x 2200mm long non-machined Gate Stop (for Hinge side) - Surfmist powdercoated aluminium 2 x 2250mm long Gate Stop Rubber 2 x Gate Frame Cap - Surfmist nylon 1 x 10 pack Wafer head 10-16 x 16mm screws (for affixing gate stop)",157.41,146.4,133.81
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-GKIT-LSET20-W,"XPRESS Screening - 20MM GATE LOCK BOX KIT Suitable for Lever/Knob Lock Set Lock Box, Lock and slats sold separately  Includes: 2 x 2094mm long Gate Side Frame slotted with 20mm space (1 pc has extra machining for lock set) - White powdercoated aluminium 2 x 2094mm long Gate Inserts - White powdercoated aluminium 1 x 2200mm long Right hand machined Gate Stop - White powdercoated aluminium 1 x 2200mm long Left hand machined Gate Stop - White powdercoated aluminium 1 x 2200mm long non-machined Gate Stop (for Hinge side) - White powdercoated aluminium 2 x 2250mm long Gate Stop Rubber 2 x Gate Frame Cap - White nylon 1 x 10 pack Wafer head 10-16 x 16mm screws (for affixing gate stop)",157.41,146.4,133.81
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-HDL-KNOB,XPRESS Screening - STANLEY ROUND KNOB SET (Keyed both sides ; lock/unlock; Keyed different),57.2,51.47,48.77
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-HDL-LEVER,XPRESS Screening - STANLEY LEVER HANDLE SET (Keyed both sides ; lock/unlock; Keyed different),82.16,74.34,70.44
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-HDL-LW534,XPRESS Screening - LOCKWOOD ROUND KNOB SET  (Keyed both sides ; lock/unlock; Keyed different) Includes 70mm backset latch,199.68,181.85,172.29
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-B,XPRESS Screening - Patented non-weld LOCK BOX - BLACK SATIN Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-BS,XPRESS Screening - Patented non-weld LOCK BOX - BASALT Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-D,XPRESS Screening - Patented non-weld LOCK BOX - DUNE Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-G,XPRESS Screening - Patented non-weld LOCK BOX - WOODLAND GREY MATT Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-M,XPRESS Screening - Patented non-weld LOCK BOX - MILL Suitable for Lockwood 001 Deadlatch,22,20.47,18.71
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-MN,XPRESS Screening - Patented non-weld LOCK BOX - MONUMENT MATT Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-S,XPRESS Screening - Patented non-weld LOCK BOX - PALLADIUM SILVER PEARL Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-SM,XPRESS Screening - Patented non-weld LOCK BOX - SURFMIST MATT Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-DL-W,XPRESS Screening - Patented non-weld LOCK BOX - WHITE Suitable for Lockwood 001 Deadlatch,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-B,XPRESS Screening - Patented non-weld LOCK BOX - BLACK SATIN Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-BS,XPRESS Screening - Patented non-weld LOCK BOX - BASALT Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-D,XPRESS Screening - Patented non-weld LOCK BOX - DUNE Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-G,XPRESS Screening - Patented non-weld LOCK BOX - WOODLAND GREY MATT Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-M,XPRESS Screening - Patented non-weld LOCK BOX - MILL Suitable for Lever/Knob Lock Set,22,20.47,18.71
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-MN,XPRESS Screening - Patented non-weld LOCK BOX - MONUMENT MATT Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-P,XPRESS Screening - Patented non-weld LOCK BOX - PRIMROSE Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-PB,XPRESS Screening - Patented non-weld LOCK BOX - PAPERBARK Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-S,XPRESS Screening - Patented non-weld LOCK BOX - PALLADIUM SILVER PEARL Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-SM,XPRESS Screening - Patented non-weld LOCK BOX - SURFMIST MATT Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-LBOX-LSET-W,XPRESS Screening - Patented non-weld LOCK BOX - WHITE Suitable for Lever/Knob Lock Set,25.9,24.08,22
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-B,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - BLACK SATIN (GN150A),20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-BS,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - BASALT SATIN (GP108A),20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-D,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - DUNE SATIN (GP152A),20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-G,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - WOODLAND GREY MATT,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-KWI,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long  KWILA,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-M,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - MILL,12.33,11.47,10.48
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-MN,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - MONUMENT MATT,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-P,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - PRIMROSE (GD037A),18.27,16.99,15.53
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-S,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - PALLADIUM SILVER,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-SM,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - SURFMIST,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-W,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long - PEARL WHITE GLOSS (GA078A),20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XP-XBAT-4200-INF-WRC,XPRESS Screening/XPRESS Batten - 31 x 19mm Non-punched INFILL (for Gate Side Frames) - 4200mm long WESTERN RED CEDAR,20.1,18.69,17.08
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-B,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS BLACK -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-BS,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS BASALT -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-D,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS DUNE -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-G,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS WOODLAND GREY -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-M,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS MILL FINISH -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-MN,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS MONUMENT -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-P,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS PRIMROSE -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-PB,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS PAPERBARK -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-S,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS SILVER -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-SM,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS SURFMIST -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPL-SCHEX-12PK-W,XPRESS PLUS Screening - 12G x 40mm Hex Flange Head - HINGING PANEL BRACE SCREWS WHITE -  12 pack,4.43,4.22,3.86
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-BS,65 x 65mm GALVANISED STEEL POST - 2700mm long - BASALT (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-D,65 x 65mm GALVANISED STEEL POST - 2700mm long - DUNE (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-G,65 x 65mm GALVANISED STEEL POST - 2700mm long - WOODLAND GREY (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-M,65 x 65mm GALVANISED STEEL POST - 2700mm long - MILL FINISH (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,49.46,46.98,45.01
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-MN,65 x 65mm GALVANISED STEEL POST - 2700mm long - MONUMENT    (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-P,65 x 65mm GALVANISED STEEL POST - 2700mm long - PRIMROSE (DOMAIN) (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.25,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-PB,65 x 65mm GALVANISED STEEL POST - 2700mm long - PAPERBARK (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.25,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-S,65 x 65mm GALVANISED STEEL POST - 2700mm long - PALLADIUM SILVER (includes black press in cap),54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-SM,65 x 65mm GALVANISED STEEL POST - 2700mm long - SURFMIST (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-2700-ST65-W,65 x 65mm GALVANISED STEEL POST - 2700mm long - PEARL WHITE (includes black press in cap) Includes Top Cap & 8mm thick welded Base Plate with 2 holes - 130mm long x  70mm wide **base plate can be buried for inground posts and acts as an anchor flange,54.96,52.22,50.02
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-3000-TRACK-ST,XPRESS Screening - Sliding Gate bolt down STEEL TRACK - 3000mm long Galvanised Steel 20mm diameter running surface with 22 x PRE-DRILLED FIXING HOLES,26.52,24.29,22.53
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6000-TRACK-AL,XPRESS Screening - Sliding Gate bolt down ALUMINIUM TRACK - 6000mm long Aluminium 20mm diameter running surface - NO DRILL HOLES,54.08,51.91,49.75
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6000-TRACK-ST,XPRESS Screening - Sliding Gate bolt down STEEL TRACK - 6000mm long Galvanised Steel 20mm diameter running surface with 42 x PRE-DRILLED FIXING HOLES,50.44,46.46,44.52
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-B,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - BLACK SATIN (GN150A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-BS,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - BASALT (GP108A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-D,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - DUNE (GP152A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-G,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - WOODLAND GREY MATT (GL205A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-M,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - MILL,134.78,128.04,119.93
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-MN,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - MONUMENT MATT (GL229A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-S,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - PALLADIUM SILVER PEARL (GY184C),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-SM,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - SURFMIST MATT (GA236A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-BR-W,XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 6100mm long - PEARL WHITE GLOSS (GA078A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-B,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - BLACK SATIN (GN150A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-BS,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - BASALT (GP108A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-D,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - DUNE (GP152A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-G,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - WOODLAND GREY MATT (GL205A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-M,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - MILL,134.78,128.04,119.93
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-MN,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - MONUMENT MATT (GL229A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-S,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - PALLADIUM SILVER PEARL (GY184C),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-SM,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - SURFMIST MATT (GA236A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-6100-TR-W,XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 6100mm long - PEARL WHITE GLOSS (GA078A),147.48,140.1,131.26
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-ANCHOR,XPRESS Screening - Sliding Gate Galvanised Steel Track ANCHOR pin 6.5mm x 38mm  (suits steel track only),0.72,0.64,0.58
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-CATCH-F,XPRESS Screening - Sliding Gate F CATCH (adjustable position) galvanised steel with rubber stop,27.37,24.65,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-CATCH-U,XPRESS Screening - Sliding Gate U CATCH galvanised steel with rubber stop,13.88,12.5,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-FILO-400,"XPRESS Screening - FILO 400 PRO KIT - motor for sliding gate  (Kit includes 1 x motor, 2 x remotes, 1 x pair of photocells) ** refer www.easygate.com.au for technical assistance/manuals",726.55,661.17,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-FILO-400PRO-SP,"XPRESS Screening - FILO 400 PRO KIT WITH SPLIT PACK  - motor for sliding gate  (Kit includes 1 x motor, 2 x remotes, 1 x pair of photocells & 1 x external transformer in weatherproof enclosure)  ** External transformer converts 240V mains power to 24V ** Use 2 core x 2.5mm (double insulated) electrical cable to run from transformer to motor. CABLE SOLD SEPARATELY - can be purchased from electrical wholesaler or reputable hardware store  ** Motor can installed a maximum of 50 meters away from transformer   ** refer www.easygate.com.au for technical assistance/manuals",847.85,771.54,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-FILO-BATTERY,XPRESS Screening - BACKUP BATTERY for FILO 400 sliding gate motor ** refer www.easygate.com.au for technical assistance/manuals,189.22,172.19,
